# gapseq version: 1.2 2d739a56
# Transporter sequence DB md5sum: b99a77e (2024-05-19)
id	tc	sub	exid	rea	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	comment
gnl|TC-DB|P09551|3.A.1.3.29	3.A.1.3.2	L-threonine	EX_cpd00161_e0	rxn05169,rxn09301,rxn34122	gnl|TC-DB|P09551|3.A.1.3.29	88.462	2.85e-174	478	100	tr|A0A0H3GWD2|A0A0H3GWD2_KLEPH Lysine-arginine-ornithine-binding periplasmic protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_37680 PE=3 SV=1	1	260	transporter
gnl|TC-DB|P09551|3.A.1.3.29	3.A.1.3.2	lysine	EX_cpd00039_e0	rxn05151,rxn08853	gnl|TC-DB|P09551|3.A.1.3.29	88.462	2.85e-174	478	100	tr|A0A0H3GWD2|A0A0H3GWD2_KLEPH Lysine-arginine-ornithine-binding periplasmic protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_37680 PE=3 SV=1	1	260	transporter
gnl|TC-DB|P09551|3.A.1.3.29	3.A.1.3.2	serine	EX_cpd00054_e0	rxn10883	gnl|TC-DB|P09551|3.A.1.3.29	88.462	2.85e-174	478	100	tr|A0A0H3GWD2|A0A0H3GWD2_KLEPH Lysine-arginine-ornithine-binding periplasmic protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_37680 PE=3 SV=1	1	260	transporter
gnl|TC-DB|P09551|3.A.1.3.29	3.A.1.3.2	tyrosine	EX_cpd00069_e0	rxn18579,rxn34130,rxn34131	gnl|TC-DB|P09551|3.A.1.3.29	88.462	2.85e-174	478	100	tr|A0A0H3GWD2|A0A0H3GWD2_KLEPH Lysine-arginine-ornithine-binding periplasmic protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_37680 PE=3 SV=1	1	260	transporter
gnl|TC-DB|P09551|3.A.1.3.29	3.A.1.3.2	valine	EX_cpd00156_e0	rxn05168,rxn09373	gnl|TC-DB|P09551|3.A.1.3.29	88.462	2.85e-174	478	100	tr|A0A0H3GWD2|A0A0H3GWD2_KLEPH Lysine-arginine-ornithine-binding periplasmic protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_37680 PE=3 SV=1	1	260	transporter
gnl|TC-DB|Q9A1H1|3.A.1.3.20	3.A.1.3.20	lysine	EX_cpd00039_e0	rxn05151,rxn08853	gnl|TC-DB|Q9A1H1|3.A.1.3.20	52.282	1.95e-85	251	98	tr|A0A0H3GUR2|A0A0H3GUR2_KLEPH ABC transporter OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_30780 PE=3 SV=1	1	240	transporter
gnl|TC-DB|Q9I488|3.A.1.3.21	3.A.1.3.21	L-proline	EX_cpd00129_e0	rxn05165,rxn09187	gnl|TC-DB|Q9I488|3.A.1.3.21	57.741	1.61e-94	275	99	tr|A0A0H3GNK0|A0A0H3GNK0_KLEPH ATP-binding component of histidine transport OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_27120 PE=3 SV=1	3	241	transporter
gnl|TC-DB|Q9I405|3.A.1.3.22	3.A.1.3.22	glutamine	EX_cpd00053_e0	rxn05155,rxn08624,rxn11101	gnl|TC-DB|Q9I405|3.A.1.3.22	78.926	3.66e-134	375	99	tr|A0A0H3GQ56|A0A0H3GQ56_KLEPH ATP-binding protein of glutamate/aspartate transport system OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_15180 PE=3 SV=1	1	240	transporter
gnl|TC-DB|Q9I405|3.A.1.3.22	3.A.1.3.22	L-glutamic acid	EX_cpd00023_e0	rxn05146,rxn08627,rxn11235	gnl|TC-DB|Q9I405|3.A.1.3.22	78.926	3.66e-134	375	99	tr|A0A0H3GQ56|A0A0H3GQ56_KLEPH ATP-binding protein of glutamate/aspartate transport system OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_15180 PE=3 SV=1	1	240	transporter
gnl|TC-DB|Q9HU32|3.A.1.3.23	3.A.1.3.23	alanine	EX_cpd00035_e0	rxn08097,rxn10170	gnl|TC-DB|Q9HU32|3.A.1.3.23	61.538	1.22e-100	291	96	tr|A0A0H3GVS1|A0A0H3GVS1_KLEPH Histidine/lysine/arginine/ornithine transporter subunit OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_37640 PE=3 SV=1	6	252	transporter
gnl|TC-DB|Q9HU32|3.A.1.3.23	3.A.1.3.23	arginine	EX_cpd00051_e0	rxn05154,rxn08151,rxn11236	gnl|TC-DB|Q9HU32|3.A.1.3.23	61.538	1.22e-100	291	96	tr|A0A0H3GVS1|A0A0H3GVS1_KLEPH Histidine/lysine/arginine/ornithine transporter subunit OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_37640 PE=3 SV=1	6	252	transporter
gnl|TC-DB|Q9HU32|3.A.1.3.23	3.A.1.3.23	histidine	EX_cpd00119_e0	rxn05164,rxn08718	gnl|TC-DB|Q9HU32|3.A.1.3.23	61.538	1.22e-100	291	96	tr|A0A0H3GVS1|A0A0H3GVS1_KLEPH Histidine/lysine/arginine/ornithine transporter subunit OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_37640 PE=3 SV=1	6	252	transporter
gnl|TC-DB|Q9HU32|3.A.1.3.23	3.A.1.3.23	lysine	EX_cpd00039_e0	rxn05151,rxn08853	gnl|TC-DB|Q9HU32|3.A.1.3.23	61.538	1.22e-100	291	96	tr|A0A0H3GVS1|A0A0H3GVS1_KLEPH Histidine/lysine/arginine/ornithine transporter subunit OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_37640 PE=3 SV=1	6	252	transporter
gnl|TC-DB|Q9HU32|3.A.1.3.23	3.A.1.3.23	valine	EX_cpd00156_e0	rxn05168,rxn09373	gnl|TC-DB|Q9HU32|3.A.1.3.23	61.538	1.22e-100	291	96	tr|A0A0H3GVS1|A0A0H3GVS1_KLEPH Histidine/lysine/arginine/ornithine transporter subunit OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_37640 PE=3 SV=1	6	252	transporter
gnl|TC-DB|Q9CES4|3.A.1.3.25	3.A.1.3.25	asparagine	EX_cpd00132_e0	rxn08160,rxn10144	gnl|TC-DB|Q9CES4|3.A.1.3.25	61.506	4.63e-109	311	97	tr|A0A0H3GUR2|A0A0H3GUR2_KLEPH ABC transporter OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_30780 PE=3 SV=1	2	240	transporter
gnl|TC-DB|Q9CES4|3.A.1.3.25	3.A.1.3.25	glutamate	EX_cpd00023_e0	rxn05146,rxn08627,rxn11235	gnl|TC-DB|Q9CES4|3.A.1.3.25	61.506	4.63e-109	311	97	tr|A0A0H3GUR2|A0A0H3GUR2_KLEPH ABC transporter OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_30780 PE=3 SV=1	2	240	transporter
gnl|TC-DB|Q9CES4|3.A.1.3.25	3.A.1.3.25	glutamine	EX_cpd00053_e0	rxn05155,rxn08624,rxn11101	gnl|TC-DB|Q9CES4|3.A.1.3.25	61.506	4.63e-109	311	97	tr|A0A0H3GUR2|A0A0H3GUR2_KLEPH ABC transporter OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_30780 PE=3 SV=1	2	240	transporter
gnl|TC-DB|P45769|3.A.1.3.26	3.A.1.3.26	asparagine	EX_cpd00132_e0	rxn08160,rxn10144	gnl|TC-DB|P45769|3.A.1.3.26	59.751	1.65e-103	298	96	tr|A0A0H3GQ56|A0A0H3GQ56_KLEPH ATP-binding protein of glutamate/aspartate transport system OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_15180 PE=3 SV=1	1	241	transporter
gnl|TC-DB|P45769|3.A.1.3.26	3.A.1.3.26	glutamine	EX_cpd00053_e0	rxn05155,rxn08624,rxn11101	gnl|TC-DB|P45769|3.A.1.3.26	59.751	1.65e-103	298	96	tr|A0A0H3GQ56|A0A0H3GQ56_KLEPH ATP-binding protein of glutamate/aspartate transport system OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_15180 PE=3 SV=1	1	241	transporter
gnl|TC-DB|P45769|3.A.1.3.26	3.A.1.3.26	histidine	EX_cpd00119_e0	rxn05164,rxn08718	gnl|TC-DB|P45769|3.A.1.3.26	59.751	1.65e-103	298	96	tr|A0A0H3GQ56|A0A0H3GQ56_KLEPH ATP-binding protein of glutamate/aspartate transport system OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_15180 PE=3 SV=1	1	241	transporter
gnl|TC-DB|P45769|3.A.1.3.26	3.A.1.3.26	L-threonine	EX_cpd00161_e0	rxn05169,rxn09301,rxn34122	gnl|TC-DB|P45769|3.A.1.3.26	59.751	1.65e-103	298	96	tr|A0A0H3GQ56|A0A0H3GQ56_KLEPH ATP-binding protein of glutamate/aspartate transport system OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_15180 PE=3 SV=1	1	241	transporter
gnl|TC-DB|P45769|3.A.1.3.26	3.A.1.3.26	serine	EX_cpd00054_e0	rxn10883	gnl|TC-DB|P45769|3.A.1.3.26	59.751	1.65e-103	298	96	tr|A0A0H3GQ56|A0A0H3GQ56_KLEPH ATP-binding protein of glutamate/aspartate transport system OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_15180 PE=3 SV=1	1	241	transporter
gnl|TC-DB|P45769|3.A.1.3.26	3.A.1.3.26	tyrosine	EX_cpd00069_e0	rxn18579,rxn34130,rxn34131	gnl|TC-DB|P45769|3.A.1.3.26	59.751	1.65e-103	298	96	tr|A0A0H3GQ56|A0A0H3GQ56_KLEPH ATP-binding protein of glutamate/aspartate transport system OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_15180 PE=3 SV=1	1	241	transporter
gnl|TC-DB|Q8RCC4|3.A.1.3.27	3.A.1.3.27	arginine	EX_cpd00051_e0	rxn05154,rxn08151,rxn11236	gnl|TC-DB|Q8RCC4|3.A.1.3.27	35.409	2.68e-41	139	98	tr|A0A0H3GKE1|A0A0H3GKE1_KLEPH Glutamine ABC transporter periplasmic protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_16720 PE=3 SV=1	2	243	transporter
gnl|TC-DB|Q8RCC4|3.A.1.3.27	3.A.1.3.27	histidine	EX_cpd00119_e0	rxn05164,rxn08718	gnl|TC-DB|Q8RCC4|3.A.1.3.27	35.409	2.68e-41	139	98	tr|A0A0H3GKE1|A0A0H3GKE1_KLEPH Glutamine ABC transporter periplasmic protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_16720 PE=3 SV=1	2	243	transporter
gnl|TC-DB|Q8RCC4|3.A.1.3.27	3.A.1.3.27	lysine	EX_cpd00039_e0	rxn05151,rxn08853	gnl|TC-DB|Q8RCC4|3.A.1.3.27	35.409	2.68e-41	139	98	tr|A0A0H3GKE1|A0A0H3GKE1_KLEPH Glutamine ABC transporter periplasmic protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_16720 PE=3 SV=1	2	243	transporter
gnl|TC-DB|P09551|3.A.1.3.29	3.A.1.3.29	arginine	EX_cpd00051_e0	rxn05154,rxn08151,rxn11236	gnl|TC-DB|P09551|3.A.1.3.29	88.462	2.85e-174	478	100	tr|A0A0H3GWD2|A0A0H3GWD2_KLEPH Lysine-arginine-ornithine-binding periplasmic protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_37680 PE=3 SV=1	1	260	transporter
gnl|TC-DB|P09551|3.A.1.3.29	3.A.1.3.29	histidine	EX_cpd00119_e0	rxn05164,rxn08718	gnl|TC-DB|P09551|3.A.1.3.29	88.462	2.85e-174	478	100	tr|A0A0H3GWD2|A0A0H3GWD2_KLEPH Lysine-arginine-ornithine-binding periplasmic protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_37680 PE=3 SV=1	1	260	transporter
gnl|TC-DB|P09551|3.A.1.3.29	3.A.1.3.29	lysine	EX_cpd00039_e0	rxn05151,rxn08853	gnl|TC-DB|P09551|3.A.1.3.29	88.462	2.85e-174	478	100	tr|A0A0H3GWD2|A0A0H3GWD2_KLEPH Lysine-arginine-ornithine-binding periplasmic protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_37680 PE=3 SV=1	1	260	transporter
gnl|TC-DB|P0AAF6|3.A.1.3.3	3.A.1.3.3	arginine	EX_cpd00051_e0	rxn05154,rxn08151,rxn11236	gnl|TC-DB|P0AAF6|3.A.1.3.3	95.455	9.27e-177	483	100	tr|A0A0H3GQK0|A0A0H3GQK0_KLEPH Arginine transport ATP-binding protein ArtP OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_17740 PE=3 SV=1	23	264	transporter
gnl|TC-DB|OLS25602|3.A.1.3.30	3.A.1.3.30	Glutamine	EX_cpd00053_e0	rxn05155,rxn08624,rxn11101	gnl|TC-DB|OLS25602|3.A.1.3.30	51.867	2.26e-81	241	95	tr|A0A0H3GLV4|A0A0H3GLV4_KLEPH Glutamine ABC transporter ATP-binding protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_16700 PE=3 SV=1	1	239	transporter
gnl|TC-DB|P37902|3.A.1.3.4	3.A.1.3.4	glutamate	EX_cpd00023_e0	rxn05146,rxn08627,rxn11235	gnl|TC-DB|P37902|3.A.1.3.4	89.109	0.0	544	100	tr|A0A0H3GTZ1|A0A0H3GTZ1_KLEPH Glutamate/aspartate periplasmic binding protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_15210 PE=3 SV=1	1	303	transporter
gnl|TC-DB|Q99ZY3|3.A.1.34.1	3.A.1.34.1	tryptophan	EX_cpd00065_e0	rxn18585,rxn34119	gnl|TC-DB|Q99ZY3|3.A.1.34.1	36.449	7.67e-35	125	85	tr|A0A0H3GRA5|A0A0H3GRA5_KLEPH Spermidine/putrescine import ATP-binding protein PotA OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=potA PE=3 SV=1	28	229	transporter
gnl|TC-DB|Q52666|3.A.1.3.7	3.A.1.3.7	asparagine	EX_cpd00132_e0	rxn08160,rxn10144	gnl|TC-DB|Q52666|3.A.1.3.7	60.251	6.31e-100	289	91	tr|A0A0H3GQ56|A0A0H3GQ56_KLEPH ATP-binding protein of glutamate/aspartate transport system OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_15180 PE=3 SV=1	2	240	transporter
gnl|TC-DB|Q52666|3.A.1.3.7	3.A.1.3.7	aspartate	EX_cpd00041_e0	rxn05152,rxn08165	gnl|TC-DB|Q52666|3.A.1.3.7	60.251	6.31e-100	289	91	tr|A0A0H3GQ56|A0A0H3GQ56_KLEPH ATP-binding protein of glutamate/aspartate transport system OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_15180 PE=3 SV=1	2	240	transporter
gnl|TC-DB|Q52666|3.A.1.3.7	3.A.1.3.7	glutamate	EX_cpd00023_e0	rxn05146,rxn08627,rxn11235	gnl|TC-DB|Q52666|3.A.1.3.7	60.251	6.31e-100	289	91	tr|A0A0H3GQ56|A0A0H3GQ56_KLEPH ATP-binding protein of glutamate/aspartate transport system OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_15180 PE=3 SV=1	2	240	transporter
gnl|TC-DB|Q52666|3.A.1.3.7	3.A.1.3.7	glutamine	EX_cpd00053_e0	rxn05155,rxn08624,rxn11101	gnl|TC-DB|Q52666|3.A.1.3.7	60.251	6.31e-100	289	91	tr|A0A0H3GQ56|A0A0H3GQ56_KLEPH ATP-binding protein of glutamate/aspartate transport system OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_15180 PE=3 SV=1	2	240	transporter
gnl|TC-DB|P48243|3.A.1.3.9	3.A.1.3.9	glutamate	EX_cpd00023_e0	rxn05146,rxn08627,rxn11235	gnl|TC-DB|P48243|3.A.1.3.9	63.750	2.76e-105	301	99	tr|A0A0H3GQ56|A0A0H3GQ56_KLEPH ATP-binding protein of glutamate/aspartate transport system OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_15180 PE=3 SV=1	1	240	transporter
gnl|TC-DB|P22729|3.A.1.4.1	3.A.1.4.1	alanine	EX_cpd00035_e0	rxn08097,rxn10170	gnl|TC-DB|P22729|3.A.1.4.1	94.588	0.0	774	100	tr|A0A0H3H460|A0A0H3H460_KLEPH Leucine/isoleucine/valine transporter permease subunit OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_49710 PE=4 SV=1	1	425	transporter
gnl|TC-DB|P22729|3.A.1.4.1	3.A.1.4.1	isoleucine	EX_cpd00322_e0	rxn05179,rxn08745	gnl|TC-DB|P22729|3.A.1.4.1	94.588	0.0	774	100	tr|A0A0H3H460|A0A0H3H460_KLEPH Leucine/isoleucine/valine transporter permease subunit OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_49710 PE=4 SV=1	1	425	transporter
gnl|TC-DB|P22729|3.A.1.4.1	3.A.1.4.1	leucine	EX_cpd00107_e0	rxn05161,rxn08784	gnl|TC-DB|P22729|3.A.1.4.1	94.588	0.0	774	100	tr|A0A0H3H460|A0A0H3H460_KLEPH Leucine/isoleucine/valine transporter permease subunit OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_49710 PE=4 SV=1	1	425	transporter
gnl|TC-DB|P22729|3.A.1.4.1	3.A.1.4.1	L-isoleucine	EX_cpd00322_e0	rxn05179,rxn08745	gnl|TC-DB|P22729|3.A.1.4.1	94.588	0.0	774	100	tr|A0A0H3H460|A0A0H3H460_KLEPH Leucine/isoleucine/valine transporter permease subunit OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_49710 PE=4 SV=1	1	425	transporter
gnl|TC-DB|P22729|3.A.1.4.1	3.A.1.4.1	L-threonine	EX_cpd00161_e0	rxn05169,rxn09301,rxn34122	gnl|TC-DB|P22729|3.A.1.4.1	94.588	0.0	774	100	tr|A0A0H3H460|A0A0H3H460_KLEPH Leucine/isoleucine/valine transporter permease subunit OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_49710 PE=4 SV=1	1	425	transporter
gnl|TC-DB|P22729|3.A.1.4.1	3.A.1.4.1	methionine	EX_cpd00060_e0	rxn05219,rxn08909,rxn11151	gnl|TC-DB|P22729|3.A.1.4.1	94.588	0.0	774	100	tr|A0A0H3H460|A0A0H3H460_KLEPH Leucine/isoleucine/valine transporter permease subunit OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_49710 PE=4 SV=1	1	425	transporter
gnl|TC-DB|P22729|3.A.1.4.1	3.A.1.4.1	phenylalanine	EX_cpd00066_e0	rxn18584	gnl|TC-DB|P22729|3.A.1.4.1	94.588	0.0	774	100	tr|A0A0H3H460|A0A0H3H460_KLEPH Leucine/isoleucine/valine transporter permease subunit OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_49710 PE=4 SV=1	1	425	transporter
gnl|TC-DB|P22729|3.A.1.4.1	3.A.1.4.1	serine	EX_cpd00054_e0	rxn10883	gnl|TC-DB|P22729|3.A.1.4.1	94.588	0.0	774	100	tr|A0A0H3H460|A0A0H3H460_KLEPH Leucine/isoleucine/valine transporter permease subunit OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_49710 PE=4 SV=1	1	425	transporter
gnl|TC-DB|P22729|3.A.1.4.1	3.A.1.4.1	tyrosine	EX_cpd00069_e0	rxn18579,rxn34130,rxn34131	gnl|TC-DB|P22729|3.A.1.4.1	94.588	0.0	774	100	tr|A0A0H3H460|A0A0H3H460_KLEPH Leucine/isoleucine/valine transporter permease subunit OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_49710 PE=4 SV=1	1	425	transporter
gnl|TC-DB|P22729|3.A.1.4.1	3.A.1.4.1	valine	EX_cpd00156_e0	rxn05168,rxn09373	gnl|TC-DB|P22729|3.A.1.4.1	94.588	0.0	774	100	tr|A0A0H3H460|A0A0H3H460_KLEPH Leucine/isoleucine/valine transporter permease subunit OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_49710 PE=4 SV=1	1	425	transporter
gnl|TC-DB|Q8DQH7|3.A.1.4.10	3.A.1.4.10	alanine	EX_cpd00035_e0	rxn08097,rxn10170	gnl|TC-DB|Q8DQH7|3.A.1.4.10	57.021	5.58e-94	273	99	tr|A0A0H3GYJ0|A0A0H3GYJ0_KLEPH High-affinity branched-chain amino acid transport ATP-binding protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_49690 PE=3 SV=1	4	237	transporter
gnl|TC-DB|Q8DQH7|3.A.1.4.10	3.A.1.4.10	leucine	EX_cpd00107_e0	rxn05161,rxn08784	gnl|TC-DB|Q8DQH7|3.A.1.4.10	57.021	5.58e-94	273	99	tr|A0A0H3GYJ0|A0A0H3GYJ0_KLEPH High-affinity branched-chain amino acid transport ATP-binding protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_49690 PE=3 SV=1	4	237	transporter
gnl|TC-DB|Q8DQH7|3.A.1.4.10	3.A.1.4.10	L-isoleucine	EX_cpd00322_e0	rxn05179,rxn08745	gnl|TC-DB|Q8DQH7|3.A.1.4.10	57.021	5.58e-94	273	99	tr|A0A0H3GYJ0|A0A0H3GYJ0_KLEPH High-affinity branched-chain amino acid transport ATP-binding protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_49690 PE=3 SV=1	4	237	transporter
gnl|TC-DB|Q8DQH7|3.A.1.4.10	3.A.1.4.10	L-threonine	EX_cpd00161_e0	rxn05169,rxn09301,rxn34122	gnl|TC-DB|Q8DQH7|3.A.1.4.10	57.021	5.58e-94	273	99	tr|A0A0H3GYJ0|A0A0H3GYJ0_KLEPH High-affinity branched-chain amino acid transport ATP-binding protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_49690 PE=3 SV=1	4	237	transporter
gnl|TC-DB|Q8DQH7|3.A.1.4.10	3.A.1.4.10	serine	EX_cpd00054_e0	rxn10883	gnl|TC-DB|Q8DQH7|3.A.1.4.10	57.021	5.58e-94	273	99	tr|A0A0H3GYJ0|A0A0H3GYJ0_KLEPH High-affinity branched-chain amino acid transport ATP-binding protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_49690 PE=3 SV=1	4	237	transporter
gnl|TC-DB|Q8DQH7|3.A.1.4.10	3.A.1.4.10	valine	EX_cpd00156_e0	rxn05168,rxn09373	gnl|TC-DB|Q8DQH7|3.A.1.4.10	57.021	5.58e-94	273	99	tr|A0A0H3GYJ0|A0A0H3GYJ0_KLEPH High-affinity branched-chain amino acid transport ATP-binding protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_49690 PE=3 SV=1	4	237	transporter
gnl|TC-DB|AKM83893|3.A.1.4.14	3.A.1.4.14	isoleucine	EX_cpd00322_e0	rxn05179,rxn08745	gnl|TC-DB|AKM83893|3.A.1.4.14	42.979	1.78e-68	208	96	tr|A0A0H3GYJ0|A0A0H3GYJ0_KLEPH High-affinity branched-chain amino acid transport ATP-binding protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_49690 PE=3 SV=1	4	236	transporter
gnl|TC-DB|AKM83893|3.A.1.4.14	3.A.1.4.14	leucine	EX_cpd00107_e0	rxn05161,rxn08784	gnl|TC-DB|AKM83893|3.A.1.4.14	42.979	1.78e-68	208	96	tr|A0A0H3GYJ0|A0A0H3GYJ0_KLEPH High-affinity branched-chain amino acid transport ATP-binding protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_49690 PE=3 SV=1	4	236	transporter
gnl|TC-DB|AKM83893|3.A.1.4.14	3.A.1.4.14	methionine	EX_cpd00060_e0	rxn05219,rxn08909,rxn11151	gnl|TC-DB|AKM83893|3.A.1.4.14	42.979	1.78e-68	208	96	tr|A0A0H3GYJ0|A0A0H3GYJ0_KLEPH High-affinity branched-chain amino acid transport ATP-binding protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_49690 PE=3 SV=1	4	236	transporter
gnl|TC-DB|AKM83893|3.A.1.4.14	3.A.1.4.14	valine	EX_cpd00156_e0	rxn05168,rxn09373	gnl|TC-DB|AKM83893|3.A.1.4.14	42.979	1.78e-68	208	96	tr|A0A0H3GYJ0|A0A0H3GYJ0_KLEPH High-affinity branched-chain amino acid transport ATP-binding protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_49690 PE=3 SV=1	4	236	transporter
gnl|TC-DB|P73650|3.A.1.4.2	3.A.1.4.2	alanine	EX_cpd00035_e0	rxn08097,rxn10170	gnl|TC-DB|P73650|3.A.1.4.2	46.610	2.42e-68	207	98	tr|A0A0H3GYJ0|A0A0H3GYJ0_KLEPH High-affinity branched-chain amino acid transport ATP-binding protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_49690 PE=3 SV=1	1	236	transporter
gnl|TC-DB|P73650|3.A.1.4.2	3.A.1.4.2	glycine	EX_cpd00033_e0	rxn10862,rxn12799,rxn34108,rxn34109	gnl|TC-DB|P73650|3.A.1.4.2	46.610	2.42e-68	207	98	tr|A0A0H3GYJ0|A0A0H3GYJ0_KLEPH High-affinity branched-chain amino acid transport ATP-binding protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_49690 PE=3 SV=1	1	236	transporter
gnl|TC-DB|P73650|3.A.1.4.2	3.A.1.4.2	histidine	EX_cpd00119_e0	rxn05164,rxn08718	gnl|TC-DB|P73650|3.A.1.4.2	46.610	2.42e-68	207	98	tr|A0A0H3GYJ0|A0A0H3GYJ0_KLEPH High-affinity branched-chain amino acid transport ATP-binding protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_49690 PE=3 SV=1	1	236	transporter
